Date,Start Time,End Time,Field (Alias),Field,Venue,Event Type,Identifier,Organization,Secondary Organization,Schedule,Category,Home Team,Away Team,Practice Teams,Practice Type,Timeslot Type,Timeslot Sub Type,Timeslot Shared Leagues,Timeslot Category Restrictions,Comments,Notes
2025-08-09,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-09,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-10,10:00,12:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-10,12:00,14:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-10,14:00,16:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-10,16:15,18:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,,,,
2025-08-10,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,,,,
2025-08-10,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-11,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-11,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-12,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-12,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-13,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-13,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-14,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-14,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-15,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-15,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-16,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-16,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-16,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-16,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-17,10:00,12:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-17,12:00,14:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-17,14:00,16:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-17,16:15,18:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-17,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-17,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-18,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-18,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-19,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-19,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-20,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-20,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-21,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,ASSOCIATION DE BASEBALL AMATEUR D'AYLMER,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-21,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-22,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-22,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-26,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-26,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-27,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-27,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-08-28,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-28,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-29,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-29,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-08-30,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-30,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-30,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-30,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-31,10:00,12:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-31,12:00,14:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-31,14:00,16:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-08-31,16:15,18:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,,,,
2025-08-31,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,,,,
2025-08-31,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,,,,
2025-09-01,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-01,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-02,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-09-02,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-09-03,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-09-03,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,,,
2025-09-04,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-04,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-05,18:15,20:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-05,20:15,22:15,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL AMATEUR DE HULL,,,,,,,,,,LIGUE DE BASEBALL DE L'OUTAOUAIS,"13U A Mixed, 15U B Male, 15U B Female, 13U A Male, 13U A Female, 13U B Mixed, 13U B Female, 13U B Male, 15U A Mixed, 15U A Female, 15U A Male",,
2025-09-06,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-06,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-06,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-06,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-07,10:00,12:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-07,12:00,14:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-07,14:00,16:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-13,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-13,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-13,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-13,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-14,10:00,12:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-14,12:00,14:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-14,14:00,16:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-20,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-20,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-20,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-20,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-27,09:00,11:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-27,11:00,13:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-27,13:00,15:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
2025-09-27,15:00,17:00,,Parc Moussette,Parc Moussette,Slot,,ASSOCIATION BASEBALL FÉMININ OUTAOUAIS,,,,,,,,,,,,,
